codice_scuola,codice_istituto,gestione,denominazione,grado,indirizzo,cap,codice_comune,comune,lon,lat,fonte,codice_edificio,id_bene,osm_id,alunni,stranieri,stranieri_ue,stranieri_nonue,pct_stranieri,percorso_prevalente,quota_percorso,flag
GEEE862057,GEIC862001,statale,S.EL. - SAN DESIDERIO -,SCUOLA PRIMARIA,VIA CASABONA 5,16133,D969,Genova,9.013322,44.422632,fgb_cognome,0100250107,482939,,60,4,0,4,6.7,,,
GEEE83502Q,GEIC83500L,statale,S.EL. - P.THOUAR -,SCUOLA PRIMARIA,VIA C.AIRAGHI 9,16157,D969,Genova,8.784849,44.428121,fgb_cognome,0100250165,22064,,157,36,6,30,22.9,,,
GEAA82601P,GEIC82600T,statale,S.MAT.ST. BIRULO',SCUOLA INFANZIA,VIA LAGACCIO 30 A,16134,D969,Genova,8.917918,44.423324,fgb_civico,0100259066,19600,,,,,,,,,
GEMM839011,GEIC83900X,statale,IC SESTRI SC SE DANTE ALIGHIERI,SCUOLA PRIMO GRADO,VIA VADO 39,16154,D969,Genova,8.840812,44.427754,fgb_civico,0100250304,483586,,394,90,11,79,22.8,,,
GEPC04000E,GEPC04000E,statale,LICEO CLASSICO E LINGUISTICO G. MAZZINI,LICEO CLASSICO,VIA P.RETI 25,16151,D969,Genova,8.885935,44.416841,fgb_civico,0100250383,44050,,792,52,9,43,6.6,LICEO,1,
GEEE83501P,GEIC83500L,statale,S.EL. - E.MONTANELLA -,SCUOLA PRIMARIA,VIA BRANEGA 10,16157,D969,Genova,8.77625,44.43878,fgb_civico,0100250048,2552231,,160,38,8,30,23.8,,,ambiguo
GERC00601Q,GEIS00600R,statale,CASA CIRCONDARIALE PONTEX /RUFFINI,IST PROF PER I SERVIZI COMMERCIALI E TURISTICI,VIA CONI ZUGNA 31,16164,D969,Genova,8.896543,44.499076,civico,,,,38,16,2,14,42.1,PROFESSIONALE,1,
GEEE83701A,GEIC837008,statale,N.TOMMASEO,SCUOLA PRIMARIA,VIA BOEDDU 12,16153,D969,Genova,8.85712,44.4235,fgb_cognome,0100250355,2551216,,198,78,7,71,39.4,,,
GETN00701R,GEIS00700L,statale,I.T.E. - E.FIRPO -,ISTITUTO TECNICO PER IL TURISMO,VIA CANEVARI 51,16137,D969,Genova,8.951296,44.415056,civico,0100250458,,,396,97,6,91,24.5,TECNICO,1,
GEPM030004,GEPM030004,statale,LICEO P.GOBETTI -,ISTITUTO MAGISTRALE,VIA SPINOLA DI SAN PIETRO 1,16149,D969,Genova,8.895207,44.410849,fgb_cognome,0100250466,2757358,,1147,173,18,155,15.1,LICEO,1,
GEEE83503R,GEIC83500L,statale,THOUAR PRIMARIA 2,SCUOLA PRIMARIA,VIA VILLINI NEGRONE 2/ C,16157,D969,Genova,8.7857,44.42795,fgb_cognome,0100250166,2552332,,100,23,4,19,23,,,
GERC00603T,GEIS00600R,statale,CASA CIRCONDARIALE DI MARASSI / RUFFINI,IST PROF PER I SERVIZI COMMERCIALI,PIAZZALE MARASSI 2,16139,D969,Genova,8.950447,44.417446,civico,,,,77,27,3,24,35.1,PROFESSIONALE,1,
GEEE82704V,GEIC82700N,statale,S.EL. - A.DORIA -,SCUOLA PRIMARIA,VIA STRUPPA 148,16165,D969,Genova,9.002561,44.447822,fgb_civico,0100250182,497323,,89,24,4,20,27,,,
GEAA836019,GEIC83600C,statale,S.MAT. - JEAN PIAGET -,SCUOLA INFANZIA,GIARDINI MELIS 9,16152,D969,Genova,8.873088,44.417267,fgb_cognome,0100250152,484431,,,,,,,,,
GEAA808026,GEIC808008,statale,S.MAT. LA NUVOLA OLGA,SCUOLA INFANZIA,VIA A.GALEAZZO 26,16132,D969,Genova,8.96829,44.41197,fgb_cognome,0100250020,2551864,,,,,,,,,
GEEE83603L,GEIC83600C,statale,SC.ELEM. DON BOSCO,SCUOLA PRIMARIA,VIA CORONATA 48,16152,D969,Genova,8.876362,44.42077,fgb_civico,0100250150,484182,,96,21,3,18,21.9,,,
GEEE811016,GEIC811004,statale,SCUOLA PRIMARIA - A. SPINOLA -,SCUOLA PRIMARIA,VIA NAPOLI 2 CANC.,16134,D969,Genova,8.925425,44.421421,fgb_cognome,0100250800,496667,,366,76,3,73,20.8,,,
GERC00602R,GEIS00600R,statale,I.P.S. - J.RUFFINI -,IST PROF PER I SERVIZI COMMERCIALI,LARGO ZECCA 4,16124,D969,Genova,8.980941,44.403239,fgb_cognome,0100250316,85428,,331,78,4,74,23.6,PROFESSIONALE,1,
GEEE82703T,GEIC82700N,statale,S.EL. DI S.GIACOMO,SCUOLA PRIMARIA,VIA RIO MAGGIORE 1 B,16138,D969,Genova,8.979029,44.460243,fgb_civico,0100250143,482617,,77,1,1,0,1.3,,,
GEPC020009,GEPC020009,statale,LICEO CLASSICO E LINGUISTICO C.COLOMBO,LICEO CLASSICO,VIA D.BELLUCCI 2,16124,D969,Genova,8.927989,44.414663,fgb_civico,0100250824,489994,,967,41,3,38,4.2,LICEO,1,
GEEE83703C,GEIC837008,statale,S.EL. - O.FOGLIETTA -,SCUOLA PRIMARIA,VIA URSONE DA SESTRI 5,16154,D969,Genova,8.848065,44.424313,fgb_civico,0100250188,2787173,,285,146,11,135,51.2,,,
GEEE83602G,GEIC83600C,statale,S.EL. - C.SBARBARO -,SCUOLA PRIMARIA,VIA G.BORDONE 12,16152,D969,Genova,8.864929,44.416862,fgb_cognome,0100250153,484447,,97,43,4,39,44.3,,,
GEMM811015,GEIC811004,statale,IC OREGINA-SEC.I GR. A GASTALDI,SCUOLA PRIMO GRADO,SALITA OREGINA 40,16134,D969,Genova,8.92397,44.42266,fgb_cognome,0100250334,2555281,,263,36,1,35,13.7,,,
GEEE84203X,GEIC84200Q,statale,S.EL. - VILLA SANGUINETI -,SCUOLA PRIMARIA,VIA DEI MOLINUSSI 9,16161,D969,Genova,8.888418,44.446644,civico,0100250061,,,94,18,2,16,19.1,,,
